,Drug1,Drug1,Drug1,Drug1,Drug2,Drug2,Drug2,Drug2,Drug3,Drug3,Drug3,Drug3
Compound_58627,1118.26750087058,1015.27844146983,1131.33674855075,1256.35450175184,849.756738946675,801.784054031973,1263.34654104716,991.887651064981,940.42042841073,809.234486411653,827.667307370367,821.981535016059
Compound_93674,1070.70883968529,1105.7246255454,956.579882572179,1030.62028265881,943.897031270321,512.710976429709,763.094363090597,1057.12296298045,927.43839899226,807.954291063983,912.600523700698,974.988504747265
Compound_4094,1061.52694760158,1225.84576039019,1218.70536290064,1327.82179336694,1199.25425307169,1170.64063687884,795.478030582665,1075.26921335213,722.316220713032,967.420089861592,1074.02649557402,1134.2324225158
Compound_13429,1192.27118086811,1354.14297833153,1243.36033400097,951.453827812084,1020.55655309231,1094.97327673843,878.653389296653,931.71384291217,1065.18812341388,584.883728756079,1000.49744308775,842.404714235733
Compound_18221,690.677609574822,841.196312165228,765.784042461797,845.126760107841,933.648392607085,947.654502877286,1147.71877870386,1453.36635683199,1176.02491805642,1169.55815921746,1131.24545971158,981.235836444047
Compound_53955,681.364507396707,772.112297661076,850.551131072868,822.722524159049,1034.17579421365,938.61832746367,1191.2317130043,1011.20502060009,892.293545519905,979.530632057905,1089.27809243642,775.386053048048
Compound_22675,784.185008405873,776.974361355823,603.874006403703,835.591269214006,1133.28342642278,1478.29307002196,609.934133581584,1334.13390250789,1027.55555302843,1179.12063606745,1334.48756336602,1731.23315380519
Compound_54236,944.717252796139,762.270127611874,797.050736651161,921.804708411457,998.045562407226,1297.03373236171,1090.13751690465,1445.36044765657,1135.49738776076,945.818604166773,1043.46576484399,1105.3345250295
Compound_62018,1140.62868573831,1271.3231634818,1310.07355543937,1159.15625280103,984.377129946275,854.800576134646,808.544593705918,650.704901147527,1062.32113764477,990.726354669324,1253.25747279176,1376.4670004807
Compound_17930,771.295536354591,609.391638493667,893.94750082029,569.801063877385,936.10235434352,1130.90252104941,1271.39194136506,1214.42010324521,911.229962859884,946.696794433286,796.345700805498,1378.37405659927
Compound_89954,962.534921995944,713.813904142356,454.387140204818,813.48680152744,1000.21993628207,1075.22401203697,1087.78806509992,979.383122617939,967.475043846483,916.615294916821,1059.73158988858,1380.2240622002
Compound_94027,855.25057217107,447.23814504666,793.379333732076,985.302402245862,914.835233742737,1524.14450490052,1182.02193859065,1135.93073925955,1101.94283351194,812.979967395589,1320.41725636568,1097.42266655442
Compound_1160,715.758567675489,519.496188133725,778.659233266848,739.444778643581,1009.44737663126,1038.2601261232,911.226250394621,724.234644886048,830.987474081922,1218.68563961951,841.765089890381,1218.17997971851
Compound_75778,1099.85621794946,1285.18863151551,1468.46191146223,954.507344978082,999.173295212841,705.382626827291,869.339167842148,780.353602570384,892.858686655282,1040.41052081587,817.230309274684,697.958934350165
Compound_30950,799.685370672697,786.122401830072,760.726715224428,959.298532648316,1262.50638763462,1110.92688681486,894.846310118086,1125.16106263793,653.943864387389,1171.58688040317,1096.4628103517,944.250655948947
Compound_51164,1162.03846389324,1133.18865426598,1132.43651081846,1465.8015205356,562.07261154621,1218.22042258073,779.478022025573,943.686252240142,848.797259843281,898.117240095894,983.166435496381,983.462756095462
Compound_79397,1220.94679691064,1270.60533742088,1031.3176867359,1251.71202568896,938.567729640046,907.677777723511,983.041146355495,983.891421536496,437.276838508527,868.547952125579,936.459198196979,773.943753917376
Compound_66588,542.053000931679,950.374303289062,850.511478346313,634.35427793404,1008.51487893512,1012.66152040697,1281.35341622595,905.651168047557,1129.05715256396,1109.84312714102,1046.89142172772,1095.92163416352
Compound_97995,1196.1403068794,1375.76638881263,1126.52274666592,1184.63042329569,716.598404421732,707.804206198847,687.214099695349,1114.10416107846,1074.27658706246,802.5336197496,836.453759991284,1013.05771989403
Compound_30400,1097.29913636521,1397.22903452298,1278.69544219006,1176.64726484479,823.497142782286,620.633959400868,1212.57632611106,962.740755140663,925.249971063984,1105.50534783949,984.627422015194,1192.29918671163
Compound_39080,993.317933025266,918.924371207631,783.371646047762,874.647600078116,975.007458228292,909.923661009425,978.18968953126,1203.787412851,1159.9493152204,838.564270455353,1171.27458239789,1090.71005515952
Compound_16029,1336.49147047086,1278.61315784923,1256.77197616594,1098.37404853052,1191.88981815836,1096.65283848647,933.596997010439,764.4284897861,904.497929692406,905.720875752387,1123.76790325873,1028.65492620056
Compound_40605,712.622277366088,886.908787211121,857.736557879436,715.543052315164,957.296313591727,977.165759049176,927.308255656551,796.674541035665,1056.57317513817,977.102441512458,885.452807027288,1237.87760376004
Compound_375,825.55673739058,882.208964127466,787.025634849924,681.866479962094,1211.66843367175,1344.85231257107,911.261950846207,1005.20445527761,1346.60297368738,804.068853622808,971.911247268464,757.776715261306
Compound_87452,1203.90389956598,1215.26298766745,944.042725398437,1234.05982835358,945.14497314378,693.388376425367,714.147140253063,910.686879118833,719.953283912472,1254.01879727429,1028.54341340194,765.656430865986
Compound_51001,713.987443627304,797.494759603985,696.629169705978,1044.27351425457,749.245486437163,1107.3419751575,856.07329079347,1468.33335702789,1177.08827580488,1260.65848135133,1257.54884685701,1134.91853410003
Compound_61567,1102.17315135866,1180.31692476261,1184.80143117142,1099.94524458091,1197.95553478179,932.371545518703,815.81225758459,599.176116158167,859.478449437398,794.480107544546,1155.96164244962,910.04690032656
Compound_3028,1244.04956091341,1156.46382658627,1166.91917577115,1343.363296589,969.85015554392,932.824969024158,1216.95974326951,1301.42580013777,905.542843469584,902.345290713958,986.827466110579,1161.99613698737
Compound_77953,1348.47078423323,1237.76940616287,1314.07274556766,1129.09089633363,1310.76013840271,1303.26859020303,996.711400258289,980.722530342947,986.351263886865,663.729417791688,994.763923719401,813.373505291733
Compound_85248,1015.50579924401,791.989144116369,659.061684518277,813.984531359024,1066.46882432854,1056.73335583918,1299.26362156639,1072.56743684533,817.687353985428,864.295238928846,1162.27274010839,1558.27074884192
Compound_85433,1155.49505377022,1230.91610163756,1281.15930404899,1201.9428479502,849.580316696346,1314.46522336647,553.404652201928,1351.00377513193,785.950072571874,648.64846574988,1025.55337646383,799.684773804603
Compound_14632,822.832625909822,774.612662496586,607.107676497291,920.852553056386,1075.17715114216,1108.43830990521,1048.80055974855,1123.10601696749,1149.81708806561,1157.53085777818,1003.15725099048,1264.2645316558
Compound_71645,1474.36816180008,1269.05348615492,1289.92843399966,1043.34666415143,734.964185479657,1163.29803321308,1025.02298571836,781.332587354189,1201.61352304551,1057.97792698892,976.412029471854,689.161277669838
Compound_80906,909.240708716473,944.353319703478,751.212037560294,805.091145732102,1099.84304537616,1060.33334298934,974.511066891695,964.922158910812,1069.07577553634,1000.19402471393,999.981923098105,1101.44655134101
Compound_59519,1240.70561546054,1091.92630336456,1069.63290059832,1172.66636956722,1106.00738605252,990.752548807726,1023.13729858706,1088.88894810916,1004.06779781393,845.099633764487,1076.2152845184,943.213978957423
Compound_57398,1390.87766830132,1162.86645581884,991.80662757371,1189.19802414391,953.573420418951,919.497054735922,693.303171731417,1059.2101186189,963.572616394334,932.489744362398,830.982515092121,926.738112686929
Compound_44925,1143.19670800425,1193.7875775737,991.334730239771,1109.01005916138,760.590274800491,679.443122791813,1029.88935243616,1120.72625683422,760.918197052434,826.262676226648,844.411366468778,1283.09176530334
Compound_68743,1234.85807044875,1081.07205677578,1265.06880753262,1105.00382999789,1029.83562820903,1337.91032645872,854.4086027687,822.763651145281,724.152530423085,964.330233822909,790.438648525514,980.845171407448
Compound_30867,840.949859783551,679.09653080586,815.813226861373,999.921653387298,1109.60306922773,872.46939218791,1198.88949794316,977.655488108292,1417.55160164831,935.414569826975,1033.47927428532,1014.65528780004
Compound_45654,964.540388496943,768.186717527898,571.098227020216,738.060653535813,1017.33558037184,1251.29751960707,1147.04855324919,968.985897514448,924.610930187945,1317.15573103356,716.953865837032,1363.19776315161
Compound_33668,1234.45475386794,1060.39377612653,1377.7235495458,1219.63089463532,483.60414600523,1205.23418104685,854.182207844808,728.498610242989,974.172847826503,994.663361771343,733.431928962086,1054.66887889403
Compound_93007,1040.75945080773,1145.93449627971,1030.05348710528,1266.40650300401,912.900953562785,1168.33584214827,814.526004795422,730.172209296858,325.933508465238,799.773192042947,745.843557563632,788.600520859152
Compound_11852,990.359239715432,1192.27527413916,1053.01086248081,1104.29411165367,1111.15206702218,811.005926606846,764.070545542417,1156.96518123323,739.210196420589,1026.52164496478,871.43404793079,880.054909141861
Compound_55765,816.969376543514,789.411413628166,952.241871781705,1047.77791445983,900.506756690759,998.63167431065,897.611230685492,1429.78863379779,1537.01493544461,1242.52982693141,1116.64205850518,1361.4618257554
Compound_40480,1296.25220508622,1234.73156899822,1054.60928391055,1113.44422736728,969.049229031489,788.785447174372,987.529486171953,780.670579904893,689.278571749342,1150.65221110452,1065.55487538677,1161.61434229157
Compound_63633,1242.90758492459,1215.11445395672,1078.31608679671,1153.08351587529,1160.53977533927,1290.22454215921,930.920841112521,1059.088144876,960.555174783144,654.334298027721,1043.94731213692,775.392307329366
Compound_41669,811.159757038958,810.254130359427,724.752122617176,1177.21593061062,958.521360066449,1210.70035452234,1206.24770264182,1761.19897889401,1302.49468430346,1066.46000003642,1446.89471571504,1054.72521839866
Compound_23216,1359.07059766354,994.603489763487,1205.89122185892,1219.82122379036,1302.67533484809,1078.60836317972,1047.93336665098,547.941924183919,938.722635893968,1025.60000987412,824.249338595491,725.137498609046
Compound_29358,1074.45979119483,1155.34703895304,1073.99357896255,1201.6180590175,812.26047339207,662.3987586075,906.767816651935,573.229047593374,944.910951274703,795.903886036431,1052.88257733643,730.876365781711
Compound_40021,815.7393970918,584.544235991481,737.506627291973,718.475153265274,652.41622995139,738.264634037388,1089.57673320533,976.241145235434,910.532119741994,1027.49087926801,1005.32956541793,1012.48298105193
Compound_18111,1040.98076881275,998.949712979599,914.348719507246,863.87839967829,1133.85271557659,1243.58746325614,1005.83697502904,1112.38646070777,1106.27396225124,1059.81829393961,1258.89860892684,955.397892725847
Compound_31346,1144.10470532675,1078.1487426196,1189.09820429042,1273.48777929432,936.59006266779,944.649791914744,1082.97662627675,784.376945000197,975.966759606114,1139.11210207723,1066.48895472948,1146.65394229536
Compound_83571,647.696389673759,841.666738539413,761.577045896976,602.173369590842,865.286873429955,954.534988243183,1270.07515644822,1056.79090567702,789.162551145489,942.582746475194,772.176267716966,920.695704986839
Compound_62629,672.783268566592,802.40524392889,629.292659678376,744.854757420854,804.195660227456,1337.26322392506,1200.31784738344,1140.75800771646,706.003057455703,1501.25203923768,1145.91151511101,1162.67463763338
Compound_62709,1113.66759836353,1266.96572372957,1092.31859199189,1039.49300391921,858.291116301059,828.237248831336,452.333240775471,760.171699876288,1048.77743007415,1041.39872607257,1105.50014101326,1124.02285854365
Compound_69265,898.741734695318,1010.51614562925,1006.37600950554,952.724824406974,1048.67846701811,903.865633220986,1376.09239441803,968.271032170417,1187.70762307938,1034.33801477665,1080.82064444366,1245.73331986677
Compound_7651,864.815148476245,444.155907600812,865.919096377345,585.128148736081,1067.48901358214,1121.75166920859,1220.67920449555,1392.57508709708,1000.42802528169,976.598175347716,978.310144067181,1094.36957914469
Compound_59334,889.59445635031,915.223852073042,637.038954614937,550.738557872266,873.724709473296,775.084809874774,1216.69280403822,763.482033167138,1247.99017358504,1222.03262758125,1356.32994623466,1125.78714127854
Compound_57403,1170.21015989337,1226.96307681718,1228.68445274984,1013.99567534308,1027.63661368653,1040.74000960347,1162.5980549845,798.273362682452,716.563473081222,736.526641439699,900.979689166371,1058.02605181383
Compound_27511,1227.01878066159,1115.88043744887,1107.01692666651,1189.47371206059,1242.92374675487,1049.48175327483,804.507242899965,1123.67564007477,944.041555223495,819.494824073494,1032.20633737224,962.794207564491
Compound_18520,1114.97473496503,1054.13549794205,1301.26402716499,1040.25689772983,736.79312168906,918.724495853809,1139.38877412438,840.450916904574,814.914445075558,649.211926627605,920.660049183446,957.571546584123
Compound_98898,1038.00670909846,1171.96830262575,1108.1255331173,949.604830445211,989.846164222081,803.108193564206,755.129097866608,685.607626340473,1071.60617908869,866.83238841822,845.867889301444,703.576297665194
Compound_93522,841.994404344431,892.847969714565,730.702626045183,825.742965023167,856.081272494919,891.973819534141,964.402571295212,933.818711605627,1059.64933225514,1094.53592006082,781.160843800685,1215.45226586273
Compound_39455,1071.22247958561,1354.40059142742,1307.05648388716,1201.98384433817,883.954017574346,867.165919251237,1045.15971208948,1306.4460632901,791.271518039032,1194.75122453751,825.606186403948,1152.68994669702
Compound_95505,820.09841425481,901.663969323849,941.854171099338,704.015093702274,1028.93964904007,1007.25120582335,1206.90722024769,951.695960950323,1150.6555190483,886.103042863147,1150.05856092418,958.548348452322
Compound_91737,1055.79582696602,1224.99902451244,1089.22213554496,1383.46424792233,906.492100693325,822.780116591758,950.99175214914,1115.51256412822,1062.08444078499,1114.35523619134,932.954811218595,812.555909010475
Compound_57234,886.894826988083,897.210810493383,688.005373846974,1080.45921705476,1145.70310637261,1203.08321974468,1168.99226675547,1174.76765861754,812.463716796933,967.410586295523,1451.89420477612,1371.14244616978
Compound_45647,801.774169281486,873.873486982686,738.338914073268,929.824519111085,1014.16372085525,962.85870803615,961.936954317236,1107.74102708346,1604.79312752112,1240.56841351733,997.957418924064,824.471271369625
Compound_2494,1295.69453193722,1239.47352752816,1238.02460369141,1063.22244025225,671.260026633869,837.968903458936,1036.18636633762,800.654801485439,878.302051087935,844.365118849101,1351.62689301241,1074.52945933373
Compound_13734,1563.02214987115,1468.11134755318,1349.56078083028,1145.37318238154,961.959664179998,960.022233253279,1010.93064295889,897.702868385793,1069.00828137563,626.093272020013,996.816824276007,1178.63269926741
Compound_5947,841.420839630518,688.037323077254,903.290851677952,868.400985570356,1287.84992973145,977.902016188461,1330.52163006884,1187.72655482536,895.897428811125,863.392540632373,1032.85699074136,878.758871962451
Compound_43307,1126.23981698586,1129.87645888911,1390.29718419577,1317.26977865551,872.952226938669,860.649392280819,1153.40061316491,876.858753222282,848.907091879281,917.787531087978,833.683099279281,958.978015204886
Compound_86478,837.6416857415,736.959323084789,940.376679021675,524.396493526768,1129.33903361001,813.733537796974,1222.61948434675,1188.84112276563,1159.29999147256,1042.2322093704,855.982087809026,1288.74859464501
Compound_20970,1013.74989168553,1286.5381162493,946.01175350917,1169.7081105356,746.949259419276,926.188251517237,1087.34093861661,807.921211059657,1093.98885562655,747.035590858377,771.708652429113,667.539126340907
Compound_91739,868.938791381628,963.569121901801,846.596185589285,867.737005366361,1189.99088095804,1053.62207579458,984.613110023385,1097.0356907267,1085.50165412578,782.058849587481,1221.88967331981,1160.93408234922
Compound_46559,1077.3189915125,1175.07694653883,1142.68307938747,920.306540713272,952.986352793938,1058.58834205335,955.509158351267,803.229439902945,1008.32698825595,826.743797894393,820.075927076687,653.702112992801
Compound_44455,1161.31846524455,1283.48868073511,1198.11348521831,1318.12185441724,1035.34713125329,1100.16001576129,1227.59037595116,953.775135374523,936.208711753949,974.882055882139,997.852618437431,455.176243578105
Compound_16521,987.225789728434,960.53798632678,957.175518124396,990.171079098146,957.880649509204,1093.48411747136,1061.06011146327,1017.0027955175,970.662526361702,975.094398984782,1213.22911156652,1182.2054686062
Compound_86906,1187.47171229395,1057.09818113111,1190.95873656358,1012.38701914437,919.480439484579,612.154185291252,1012.39974825415,1049.74274988335,1043.44518525855,605.009385566173,916.427339969607,1041.02586172115
Compound_40252,730.967849544337,814.335876100274,658.107759683967,818.590385090591,1005.49809344683,1022.4098209569,1177.65686296149,864.191634504312,939.96060143575,1041.00208733928,1243.20609937178,910.528057522387
Compound_50855,1358.85063250389,1188.5523189063,1340.39911521232,1084.48486431812,974.200204638263,586.652121937942,817.014680897421,975.914012665375,1089.55757955669,877.133290099074,936.32642592881,1195.94407890403
Compound_73756,1327.94150995707,1254.22018610396,1095.43419721415,1277.53830954447,1247.65900017978,489.576845231772,895.564572356867,1025.277688077,1245.63622761861,1024.1934331848,748.557435896208,998.563703035156
Compound_81861,1148.5803319782,1543.06748422676,1252.3179485223,1181.46120506846,939.370062627689,916.869151004565,825.754376989665,1107.21855995157,964.490919661181,1036.7775712778,960.609439694513,910.440797471942
Compound_70221,787.372369665862,921.284241571331,666.579471117024,1007.05811438657,1578.30013564441,870.578473532608,1298.81956530913,1177.9752713276,1185.41006011621,1303.9734935018,774.378459149441,1125.65631754573
Compound_18025,1271.42513406674,896.848890111867,1150.44798891601,1204.304562706,637.307311086069,1140.26490488773,740.414323951084,1002.28789107918,1250.52276745337,631.785130514473,621.50243159069,839.357753644387
Compound_75417,1106.09126065069,1146.72618169265,1238.48458932312,1312.08025584485,662.946346837021,862.459435689888,555.532915205093,1039.23672596757,839.782734368722,1278.16237814244,1068.6920739487,920.705923927381
Compound_51603,1371.12459507342,1252.63746917269,1127.9117671075,1425.52084553464,948.33206288677,906.939495719388,849.207065524866,961.197962580292,1040.39364671774,724.259097812108,1345.84763530778,982.422362149078
Compound_98843,914.633279133108,870.408102350421,1007.0374623912,846.334787116196,1335.41534938227,1051.03509851658,1068.81903520435,1113.89747441049,979.527362558184,920.90044781007,1009.649323957,913.785072246211
Compound_8591,1401.19551662366,1224.43745888688,1269.43603191245,1164.03261128638,1173.47771837149,734.163445597376,774.72844237506,750.093285984944,1168.30705314088,1150.91327432502,1010.00927238635,1406.42365637603
Compound_25268,1172.9479044948,1008.546178129,1308.58498138489,1203.35146375091,852.601796251268,661.274086464115,1036.33208902262,822.738403478732,1189.28518230708,857.407535060759,1081.55155232717,856.50648644837
Compound_39729,1250.25251094255,1013.65424230698,1191.09897809919,1154.14178901461,976.612022222284,1029.53551007097,791.264464519964,1229.52049457728,789.628376101779,1141.77824297862,926.650752372719,728.695041305059
Compound_76256,1325.02060583396,1400.7722550581,1027.40077129086,1306.96515692548,892.043034275678,632.484873412611,1279.02665653838,624.055952320033,766.178248553485,1060.67098495732,793.351460758495,1482.74114288242
Compound_63525,1072.35000241669,1019.0179755533,783.155931968264,902.213130408265,1089.13818382693,1227.83605679801,1161.89244906413,827.223885371669,1360.99209167528,1170.249460341,1291.50166403679,1206.06922993916
Compound_66645,827.317202830311,712.347869312345,1010.14161880232,768.329723190445,1000.31891378006,1131.73616139592,721.835412804433,1152.55400174255,1195.92591415278,1196.93016793857,989.897682235119,1172.46199541204
Compound_90394,1045.64204147058,1268.75297922551,1175.06818277761,1117.80302244987,947.823182076013,986.627763201179,1061.83227687939,1100.60501328381,887.582013528479,1090.26922224871,559.086386963637,884.897985476673
Compound_95034,826.486022106178,866.253973060112,827.397845981581,985.027057315025,792.301925909466,1119.59977425613,1039.46701560954,970.616173130816,1398.52321425564,951.86045298813,1207.31372527385,961.340132401834
Compound_88350,1205.8034917763,1365.78530295614,953.317640375412,1225.30646412408,986.620228932628,1005.76359222063,894.96528705773,1117.27401604241,913.317207408777,857.280020715927,979.809037425424,569.793187234177
Compound_866,909.881537527198,752.363063745243,806.047540676809,720.320840044349,897.645473308939,1043.46682764006,1042.42422804392,1264.12348012912,1323.56746769632,1067.19503232353,960.841309494344,1170.04858996033
Compound_5528,928.827945250373,854.65926586193,976.123716003411,942.262108936552,1146.33797446018,1108.57527744273,918.950330500379,1165.91315525138,1114.00296701412,1051.70558542922,1075.94864520807,1111.31131473227
Compound_56232,1212.28888924004,1159.62498679487,1292.13112436901,1257.77395346,956.885290070443,1047.24710511226,1438.33248350884,1065.88498183793,839.275589411019,883.996957018387,1052.78811741155,995.666449219301
Compound_56218,1106.49496517899,1164.62080329188,1078.93928165509,1251.91406493141,815.715573916841,1048.5172390313,949.535927032794,992.492256061267,1267.28420648638,645.426456710529,803.719314860298,964.143197959695
Compound_50631,927.748662211925,1015.97255381715,813.628973005893,967.031197609989,1182.71121401641,1070.55381448937,1258.97242097013,1063.668445511,1044.0883772678,1241.96443057552,1090.31530179944,924.897940484662
Compound_42830,1034.7828218934,1088.30901032366,1106.51483991374,1222.51240086464,838.618675282013,908.595127904738,763.64873529333,778.692658234345,917.76968009201,1005.95436989462,1240.53678326793,888.649342955923
Compound_31360,897.266823934545,840.552901991086,1037.08305888256,707.589149919398,1226.29391164003,1029.15490402965,1014.17913196604,1215.17604756029,1496.06083751279,1119.93264443532,1049.5266360564,1280.58871739584
Compound_17622,754.849147908054,941.613526332818,859.648821895121,736.333631934253,999.293967516454,1192.90223149142,779.69063525167,745.615371127586,1366.08569735639,1080.43998828023,1174.00242172266,1143.98068882992
Compound_64585,1172.62531374017,1134.67355130524,1182.85204364622,1267.55376103309,961.448717229578,1126.70985924646,717.898468494544,1151.2495304314,1058.75300295843,964.625916308002,857.517893641102,989.482147476601
Compound_90983,1104.67465708553,1132.09042537891,1132.27471260705,1280.51701398796,497.502052712326,930.885454390756,994.996507561398,747.507696793534,1050.40625911876,943.92630643161,1089.20095788439,1052.29750325523
Compound_34805,834.078713406311,820.166784358492,855.284944182735,1017.17968354395,964.683349847678,1217.13255865126,1024.30706868763,913.384319814664,1252.80277522016,902.513349830794,1055.10993619255,1054.2737896574
Compound_61226,814.552059958712,793.270844522951,943.723651322976,846.708478834796,1326.9127173303,1042.81491464044,846.774684277087,1275.91265214244,992.670513787791,1017.00873410077,962.792605316474,936.554127513518
Compound_22801,852.773327395103,891.815419075384,1195.07517839518,824.591389056687,1110.52760132532,1114.52991350512,1181.96982969398,1124.26722981016,1360.69096334122,1308.33923992029,1248.43147262984,1302.52818946928
Compound_13314,1068.87595950975,1131.35622510782,1001.03986145559,1175.61019572021,863.017929520791,959.018385836638,970.768966053875,988.495081359372,861.202770766147,1038.25552516698,822.310825477139,1117.99874479981
Compound_59243,770.1303382945,790.726943400836,887.537050714485,897.667955425381,1225.74630860308,1090.2509100147,1143.6358112419,1051.63662438837,880.137445746118,959.148015959886,1025.66455314684,912.102396712136
Compound_2179,873.233036943115,621.248893025054,756.727553518229,866.349963294976,781.203506056461,871.972346187505,1257.02896434656,1144.88153688708,1358.07991303573,1352.14728979924,862.067363891825,963.427263724923
Compound_92820,1118.75747501187,909.335087743572,959.443602874287,973.110052551322,1199.86691751566,1078.47159165051,1270.49383064871,1104.25073526962,1224.5104436939,1286.03424382534,1061.99512835906,1326.71924492811
Compound_79227,666.521234794699,789.573852167289,857.483423915413,821.457196033986,905.117875747193,1054.84002650329,894.044879189447,1154.29732803214,1084.30884901546,1002.56314485575,969.09001537888,1080.0063993734
Compound_45474,1068.50747744794,1086.29921471539,1004.89908932816,1066.14980587304,1034.95655681168,1134.59003779377,837.596788436622,903.523395233245,989.259865893843,768.141063623257,806.027337482919,584.183323844584
Compound_63649,1150.57530495176,1188.20816319999,987.835810627834,1221.63597238139,735.539758527027,1008.89133681613,1159.81178020631,1010.44668502703,1066.7064706781,688.13477327117,977.874975748991,762.611540096729
Compound_61759,1556.52882969956,1114.52429160207,1139.73471008615,1068.70594636003,685.20325617763,984.939843773119,848.059403947137,878.327741983362,799.798202062909,857.902004483078,917.247095228183,942.307655175034
Compound_15751,1037.8649924441,1331.83579801659,1211.62443777599,1065.05893851422,802.436788127138,1208.89949869069,805.205398929734,751.067613818464,1029.8563097497,872.072591874561,859.303368143599,896.593706438459
Compound_33162,979.114896967138,874.991420156246,1007.02717839881,991.503859575382,1201.28320428865,812.940300976593,1024.86054040149,1283.30353780854,1177.71237514931,1239.7191224809,1496.79524438049,964.965020381617
Compound_97041,787.529981777671,857.381430912148,718.171510152405,782.778638123646,1260.92990049471,1131.25765622195,1223.19391797592,929.915717491176,1155.1014130197,1239.74645758224,1075.03862679962,536.153662072926
Compound_12314,621.876600618227,843.760351472303,951.644803801757,724.256873303912,1405.9583764547,1363.10173892547,1048.52001668398,1094.55867914647,888.672697635993,847.405913154616,921.520479005149,1247.04570315068
Compound_2493,885.582871922956,1430.34121189077,928.114227651807,822.174988760817,676.691553446058,569.601915953158,867.238475147383,751.14951350845,925.881332985841,961.898381250155,1000.03924827247,1297.80617173022
Compound_18177,1045.49580616298,1072.54343099626,1025.38215471229,1116.37501660744,876.532754781587,789.492715459838,881.90495588028,1047.01912398786,854.709255525609,1053.18431386023,1117.75334846376,1417.25398823978
Compound_11226,790.264660104038,850.965838316788,923.284433613503,1045.55117367798,1006.73741063534,1007.01604982271,1206.41607131789,1192.79587849569,808.26984243363,1169.3961163214,817.963669613518,799.153921677345
Compound_58150,883.268905866673,572.105403158747,807.524504314805,944.214164545104,1209.78204795036,1151.89167477591,1216.55069528257,1087.96116889586,1177.54956412035,721.821109557995,899.392085435068,1121.12760066059
Compound_81804,1084.99647739075,1046.76121213821,521.182594376706,893.557883706022,997.929358617161,1132.38787223592,1181.1110733039,1067.83838255732,917.747340458269,1012.79523676933,905.42783555955,918.882727025524
Compound_32824,767.963277527452,692.753755510478,603.360971474957,942.586053974467,1093.84947235164,1251.9552832289,1371.81749558536,1092.87821434214,738.15110067948,760.221806273421,881.489905549195,947.04642709225
Compound_43852,1357.47292377217,1365.4908662311,1350.34710141877,931.602130635465,1008.9871436861,884.493232095265,1020.03047849237,705.00416661582,837.245073713023,1342.00885441446,942.904172134569,1174.97464485497
Compound_5436,581.425049243479,1250.27029326327,1046.16343170674,868.809186988774,1061.06657445303,1023.3450356513,1010.11516884409,1090.32989087806,775.636482140313,772.341423447631,778.209421018791,691.997397498749
Compound_88996,911.581313629456,1110.51737014945,897.970854982436,1048.10264217031,1263.43326169067,1231.31484499403,1305.19599120024,974.589499076892,938.100040894871,793.252275358023,791.772914766525,1149.89227328881
Compound_99095,1072.53315929916,943.940336898928,1038.25961077511,1176.00909699765,938.072230618086,850.957370146928,1004.11199986292,868.619455191164,945.688011226237,1398.5079812684,1159.96857606863,1192.25705312117
Compound_36102,1005.57335516155,962.053711059991,1089.82810128342,881.997209450527,1161.80480248342,1025.65389351587,910.794586485193,1202.41293118128,724.672689664051,653.049641711867,712.73015599889,813.039422438991
Compound_2109,1078.39269449545,966.26924054599,1090.36216524179,852.090136646505,911.429306693567,718.752376683764,665.576929715537,801.737247021425,1146.24847149033,931.995621552375,853.495240753109,928.248557526025
Compound_57708,1283.28337084357,695.351386196315,1203.22238170599,1174.80228034947,730.090755309823,882.365941873229,825.690231343277,910.781799890414,1630.93482309287,1167.99435210136,872.411808561023,1077.60917812062
Compound_17141,1250.69126169576,669.660638210468,1095.96212400194,1071.24808805448,667.256240127453,644.213866713102,967.858104746194,813.131351230157,723.605106094254,1035.19379876861,1257.89344201204,1127.29747907067
Compound_65382,725.810712026616,1060.91847092003,923.175463024073,1174.96783922148,1062.60284490718,1079.0083883581,1259.60764601464,1360.32128937721,1147.61232199142,1048.10710330082,574.1705930161,941.893848233277
Compound_9278,934.4183507276,1252.36302349024,954.936526901316,1229.46875001297,637.518348468382,955.341550146382,655.310355821559,622.373939418198,1265.73721926489,707.177970734714,1109.71322223003,1044.8021130809
Compound_93747,1102.15647675956,1028.04001660328,1258.05756328497,1112.25404253303,984.451888647274,871.642052674876,764.273439168511,786.53485630445,1273.28214385332,1046.84140039492,931.083250813204,672.022137514453
Compound_79571,1094.18295871095,1068.28222249829,994.219916056616,713.669284651702,1316.42022046288,1137.08049887586,1182.65094448193,1178.13893397262,897.439728120416,935.332106122711,1386.38603235939,1058.10679127484
Compound_88645,1232.32599323315,903.042072629566,1104.62170987899,910.09299627303,1180.92243965754,1080.14402216522,1143.47087782287,1356.35940742481,623.618908226927,1044.64382116055,944.442324548041,931.015362645717
Compound_99838,1268.0245394423,664.539342645259,694.918493480584,967.441073256884,1266.47162855143,1311.46409849353,1232.21157347925,1333.52484569214,730.73608812047,1097.08002302113,1002.31440738994,1079.42047071526
Compound_78865,1192.86436360523,947.385883920804,652.6294704335,711.673802576839,1207.67915266371,1366.49956795265,1271.80487983703,1339.08268405403,1231.9845008356,762.058501164296,1163.39869719352,1171.80266445002
